CardholderID,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,IsWisabi
AT-006-1023,Oluwabunmi,Akindele,M,AT-006,2/6/2002,Student,Savings,1
AT-009-1285,Bolanle,Oluwatosin,M,AT-009,7/4/1986,Carpenter,Current,1
AT-009-1286,Akinbiyi,Lawal,M,AT-009,12/4/1999,Student,Savings,1
RS-007-1077,Funke,Akpobari,M,RS-007,07/18/1982,Health Professional,Savings,1
VC-010-1108,Mariam,Bala,M,VC-010,10/11/1969,Carpenter,Savings,1
VC-003-1192,Mariam,Danjuma,M,VC-003,02/14/1964,Human Resources Specialist,Savings,0
RS-006-1094,Okechukwu,Briggs,M,RS-006,11/9/1987,Construction Worker,Savings,1
VC-005-1213,Halima,Amina,F,VC-005,12/1/1960,Lawyer,Savings,1
AT-013-1156,Amos,Okereke,M,AT-013,08/25/1972,Human Resources Specialist,Current,1
VC-006-1030,Rabi,Sani,M,VC-006,04/20/1967,Electrician,Current,0
VC-008-1196,Amina,Fadila,M,VC-008,10/7/1958,Engineer,Current,1
AT-015-1179,Chidiebube,Adeyemo,F,AT-015,08/18/1962,Marketing Executive,Current,1
AT-002-1167,Celestine,Okoro,M,AT-002,01/27/1974,Lawyer,Current,1
AT-010-1246,Edwin,Bello,F,AT-010,11/30/1958,Software Developer,Savings,1
AT-006-1175,Ashimiyu,Okoye,F,AT-006,2/10/1972,Lawyer,Current,1
BG-003-1085,Chiamaka,Ike,F,BG-003,06/29/1969,Software Developer,Current,1
RS-003-1021,Chidiebere,Nwachukwu,M,RS-003,05/17/1996,Mechanic,Savings,1
AT-014-1038,Comfort,Okafor,M,AT-014,08/29/1998,Student,Savings,0
VC-002-1203,Hafsatu,Mariam,M,VC-002,03/30/1978,Accountant,Savings,1
RS-006-1047,Kelechi,Obi,M,RS-006,03/24/1967,Plumber,Savings,1
AT-011-1033,Oluwaseun,Benson,M,AT-011,02/14/1979,Carpenter,Current,1
BG-006-1063,Ebelechukwu,Okechukwu,M,BG-006,08/22/2004,Student,Savings,1
AT-003-1038,Oluwatimilehin,Ogunnaike,M,AT-003,1/10/1985,Truck Driver,Savings,1
AT-011-1288,Rukayat,Akintola,F,AT-011,09/19/1984,Health Professional,Savings,1
RS-008-1049,Chidiebere,Nduka,F,RS-008,10/2/1969,Engineer,Current,1
RS-002-1076,Precious,Alero,F,RS-002,06/20/1999,Student,Savings,1
AT-014-1163,Clement,Onyeka,F,AT-014,03/15/1982,Engineer,Savings,1
AT-003-1182,Kehinde,Dokpemu,M,AT-003,9/5/1971,Mechanic,Savings,1
AT-008-1127,Ashimiyu,Oluwaseyi,F,AT-008,07/29/1962,Human Resources Specialist,Current,1
VC-004-1061,Rabi,Ali,F,VC-004,01/25/1997,Marketing Executive,Current,1
AT-003-1227,Christiana,Adekunle,M,AT-003,05/31/1971,Marketing Executive,Current,1
AT-015-1092,Jideofor,Oluwatomi,M,AT-015,07/20/2007,Student,Savings,1
AT-005-1131,Omotayo,Akande,M,AT-005,11/28/1978,Factory Worker,Current,1
VC-010-1133,Khadija,Usman,F,VC-010,02/23/1966,Human Resources Specialist,Savings,1
VC-002-1066,Ismaila,Ibrahim,F,VC-002,01/15/1966,Health Professional,Savings,1
VC-004-1116,Abdulaziz,Muhammad,F,VC-004,12/18/1973,Accountant,Current,1
AT-008-1222,Ebiere,Akinola,F,AT-008,01/31/1977,Health Professional,Savings,1
RS-008-1025,Ngozi,Akpobari,F,RS-008,5/1/1962,Engineer,Savings,1
VC-003-1128,Fatima,Ali,M,VC-003,03/26/1992,Farmer,Savings,1
AT-015-1133,Olaniyi,Okonkwo,M,AT-015,03/21/1966,Data Analyst,Current,0
AT-012-1162,Adebayo,Adetokunbo,M,AT-012,1/2/1974,Mechanic,Savings,1
AT-009-1047,Ngozi,Oluwajoba,M,AT-009,07/14/1991,Software Developer,Current,1
VC-005-1177,Hafsatu,Salma,F,VC-005,2/1/1971,Accountant,Current,1
VC-001-1039,Ahmed,Sani,F,VC-001,07/26/1995,Accountant,Current,1
VC-001-1021,Nafisa,Abubakar,M,VC-001,10/4/1962,Electrician,Current,0
BG-001-1093,Chisom,Ezeoke,M,BG-001,12/16/1972,Health Professional,Savings,1
AT-002-1105,Oluwadamilare,Okafor,M,AT-002,12/1/1980,Software Developer,Current,1
AT-012-1146,Adebisi,Oluwasegun,M,AT-012,11/16/1982,Health Professional,Current,0
AT-001-1044,Ebuka,Adetunji,M,AT-001,06/15/1972,Plumber,Savings,1
RS-001-1129,Onyinye,Wachukwu,F,RS-001,11/3/1995,Manager,Current,0
RS-005-1065,Mabel,Okorie,F,RS-005,11/1/1980,Data Analyst,Current,1
AT-007-1213,Chidiebere,Adeleke,F,AT-007,03/22/1974,Human Resources Specialist,Savings,1
AT-013-1083,Oluwakemi,Akinola,F,AT-013,10/10/1970,Lawyer,Savings,1
AT-015-1132,Angela,Nkechi,M,AT-015,3/6/1992,Welder,Current,1
BG-002-1033,Ngozi,Okeke,F,BG-002,10/21/1957,Marketing Executive,Savings,1
AT-007-1236,Amos,Alade,M,AT-007,2/4/1975,Carpenter,Current,1
RS-004-1048,Vincent,Brown,F,RS-004,2/7/2000,Student,Savings,1
AT-007-1023,Nnamdi,Nnamdi,M,AT-007,08/19/1973,Lawyer,Current,1
AT-009-1259,Habiba,Uzoh,F,AT-009,4/1/1962,Trader,Current,1
AT-008-1075,Cornelius,Akintoye,M,AT-008,5/6/2003,Student,Savings,0
AT-013-1237,Oluwatomi,Eko,F,AT-013,01/29/1959,Health Professional,Savings,1
AT-004-1022,Oluwajoba,Oluwajoba,M,AT-004,3/8/1989,Mechanic,Savings,1
RS-005-1034,Onyinye,Wobo,F,RS-005,12/2/1968,Lawyer,Current,1
RS-007-1053,Ifeoma,Adeyemo,F,RS-007,11/20/1972,Manager,Savings,1
VC-007-1011,Ruqayya,Garba,F,VC-007,06/25/1978,Health Professional,Current,1
AT-011-1182,Alfred,Akintola,M,AT-011,1/6/1978,Electrician,Current,1
AT-010-1199,Kafayat,Balogun,M,AT-010,10/1/1996,Electrician,Savings,1
AT-005-1262,Oluwatobi,Jimoh,M,AT-005,10/12/1994,Data Analyst,Savings,0
RS-008-1094,Chidiebere,Onwuka,M,RS-008,09/16/1958,Mechanic,Current,1
VC-007-1180,Hassan,Rukayat,F,VC-007,6/10/1966,Human Resources Specialist,Current,0
AT-002-1086,Comfort,Adebowale,F,AT-002,08/13/2008,Student,Savings,0
RS-003-1081,Amaka,Egwuatu,F,RS-003,05/15/2000,Student,Savings,1
RS-004-1092,Favour,Wike,F,RS-004,10/6/1970,Health Professional,Savings,1
AT-009-1121,Adeola,Daramola,M,AT-009,01/14/1991,Factory Worker,Savings,1
AT-009-1255,Nnamdi,Emeka,M,AT-009,9/10/1988,Engineer,Current,1
VC-005-1120,Umaru,Ali,F,VC-005,4/2/1963,Human Resources Specialist,Current,1
VC-002-1174,Fadila,Fatima,M,VC-002,4/8/1992,Mechanic,Current,1
AT-011-1071,Ekene,Onyeka,M,AT-011,10/10/1993,Plumber,Savings,0
VC-003-1147,Garba,Maryam,M,VC-003,5/1/1986,Factory Worker,Current,1
AT-009-1164,Boniface,Adeyemo,F,AT-009,12/1/1967,Engineer,Current,1
AT-008-1142,Aderonke,Onyeka,F,AT-008,3/9/1980,Human Resources Specialist,Current,0
AT-010-1169,Edmund,Oluwabukola,F,AT-010,11/4/1987,Lawyer,Current,0
VC-008-1118,Ahmed,Bala,M,VC-008,03/28/1997,Accountant,Savings,1
VC-006-1077,Danladi,Garba,M,VC-006,04/21/1981,Lawyer,Current,1
RS-005-1069,Vivian,Amadi,M,RS-005,5/7/1978,Trader,Savings,0
AT-007-1097,Ngozi,Nwosu,M,AT-007,10/8/1991,Mechanic,Savings,1
AT-008-1121,Deborah,Eze,M,AT-008,05/14/1980,Software Developer,Current,1
AT-009-1219,Opeyemi,Ogunleye,M,AT-009,9/7/1972,Manager,Current,1
VC-008-1100,Amina,Muhammad,F,VC-008,01/28/1986,Marketing Executive,Savings,1
RS-001-1111,Chidiebere,Amadi,F,RS-001,2/5/1999,Student,Savings,1
RS-004-1063,Fidelis,Obi,F,RS-004,07/25/2003,Student,Savings,0
AT-001-1021,Pelumi,Oyebanji,F,AT-001,5/5/1986,Lawyer,Current,1
BG-002-1030,Chidimma,Eze,F,BG-002,1/3/1978,Data Analyst,Current,1
RS-008-1059,Nkechi,Brown,M,RS-008,10/23/1961,Plumber,Savings,1
AT-007-1121,Jideofor,Fajimi,F,AT-007,2/12/1970,Manager,Savings,0
AT-005-1101,Oladayo,Akintola,F,AT-005,06/26/1996,Marketing Executive,Savings,1
AT-013-1054,Ekwutosi,Adekunle,M,AT-013,04/13/1971,Carpenter,Savings,1
VC-005-1157,Salma,Hauwa,F,VC-005,10/17/1960,Engineer,Current,1
RS-001-1004,Ijeoma,Egwuatu,F,RS-001,08/21/1983,Accountant,Current,1
RS-004-1044,Ezekiel,Brown,F,RS-004,01/22/1998,Student,Savings,1
BG-005-1031,Ndubuisi,Obasi,M,BG-005,1/5/1985,Manager,Current,1
RS-007-1090,Chiagozie,Amadi,F,RS-007,10/9/1993,Software Developer,Current,1
VC-002-1099,Nafisa,Sani,F,VC-002,04/28/1972,Lawyer,Savings,1
VC-005-1096,Maryam,Yusuf,M,VC-005,1/7/1966,Carpenter,Current,1
VC-002-1071,Salisu,Yusuf,M,VC-002,07/27/1985,Mechanic,Savings,0
VC-004-1178,Rukayya,Danladi,F,VC-004,05/13/2003,Student,Savings,1
VC-001-1082,Garba,Yakubu,F,VC-001,1/1/1993,Lawyer,Savings,1
VC-005-1128,Amina,Farouq,M,VC-005,05/29/1960,Engineer,Current,1
VC-004-1149,Khadija,Nafisa,F,VC-004,02/28/1972,Health Professional,Savings,1
RS-010-1116,Tunde,Brown,M,RS-010,10/20/1990,Health Professional,Current,1
VC-001-1176,Ismaila,Ruqayya,M,VC-001,12/29/1998,Carpenter,Current,0
AT-003-1215,Aremu,Omotayo,F,AT-003,3/1/1997,Trader,Current,1
AT-009-1166,Akubueze,Ogunleye,F,AT-009,10/15/1959,Health Professional,Savings,1
RS-001-1110,Harrison,Chukwuemeka,F,RS-001,12/16/1975,Trader,Current,1
AT-014-1234,Victoria,Adeyemi,M,AT-014,06/15/1983,Engineer,Savings,1
AT-004-1144,Lekan,Adesina,M,AT-004,1/8/1993,Data Analyst,Current,0
VC-005-1140,Lawal,Ahmad,F,VC-005,07/20/2007,Student,Savings,1
AT-008-1094,Durotimi,Bello,F,AT-008,02/13/1984,Engineer,Current,1
AT-009-1249,Damilare,Oluwadara,M,AT-009,9/5/1977,Human Resources Specialist,Current,0
AT-015-1194,Daniel,Adeyemo,M,AT-015,5/3/1997,Farmer,Current,1
VC-010-1175,Mustapha,Abdulkadir,M,VC-010,03/22/1990,Accountant,Current,1
AT-005-1245,Austin,Adebayo,F,AT-005,03/21/1989,Engineer,Savings,1
AT-013-1269,Ekanem,Okonkwo,M,AT-013,06/28/1995,Accountant,Current,1
VC-002-1205,Sadiq,Salma,F,VC-002,07/22/1988,Human Resources Specialist,Current,1
RS-005-1026,Chizoba,Wike,F,RS-005,10/12/2002,Student,Savings,0
AT-015-1067,Alaba,Oladipo,M,AT-015,12/21/1991,Health Professional,Savings,1
VC-003-1182,Bashir,Habiba,F,VC-003,11/2/1988,Health Professional,Current,0
AT-005-1174,Chidiebere,Nnamdi,M,AT-005,07/16/1979,Truck Driver,Current,0
VC-003-1198,Ahmad,Ruqayya,M,VC-003,11/26/1985,Carpenter,Current,1
AT-014-1117,Oyindamola,Aluko,M,AT-014,03/17/1977,Plumber,Savings,1
VC-010-1101,Garba,Usman,F,VC-010,10/12/2007,Student,Savings,0
AT-012-1131,Akindele,Ige,M,AT-012,01/24/1978,Plumber,Current,1
VC-010-1026,Aliyu,Abubakar,F,VC-010,01/27/1961,Engineer,Savings,1
AT-010-1235,Deji,Okon,M,AT-010,2/3/1990,Construction Worker,Savings,1
RS-003-1086,Chidiebere,Iwuoha,F,RS-003,9/1/1965,Trader,Savings,0
AT-005-1284,Rasheed,Afolayan,M,AT-005,8/5/1983,Construction Worker,Savings,1
RS-008-1073,Benjamin,Wike,F,RS-008,08/18/1960,Health Professional,Savings,1
AT-006-1087,Nkem,Oluwabusayo,M,AT-006,01/26/1968,Health Professional,Current,1
VC-002-1001,Musa,Abdullahi,M,VC-002,6/5/1957,Engineer,Savings,1
AT-012-1001,Adewale,Fagbemi,M,AT-012,03/26/1975,Welder,Savings,1
AT-007-1166,Bolaji,Oluwabukola,F,AT-007,07/15/2002,Student,Savings,1
BG-001-1037,Nkemjika,Uzoma,M,BG-001,3/1/2000,Student,Savings,1
VC-006-1099,Danladi,Ali,M,VC-006,01/17/1992,Carpenter,Savings,1
AT-005-1178,Oluwatimilehin,Ayodele,M,AT-005,8/7/1967,Welder,Savings,1
VC-003-1153,Garba,Rukayat,M,VC-003,06/24/1978,Construction Worker,Current,0
VC-003-1135,Umaru,Farouk,F,VC-003,10/9/1969,Health Professional,Savings,1
VC-009-1108,Haruna,Salisu,M,VC-009,6/9/1958,Manager,Current,1
BG-002-1018,Obioma,Okezie,M,BG-002,06/15/1990,Farmer,Savings,1
AT-006-1004,Aremu,Abimbola,M,AT-006,03/24/1978,Accountant,Savings,1
AT-014-1253,Adesanmi,Olumide,F,AT-014,01/29/1987,Trader,Savings,0
VC-007-1029,Firdausi,Hassan,F,VC-007,09/29/1970,Health Professional,Current,1
VC-001-1189,Fadila,Abdulsalam,M,VC-001,04/26/1986,Electrician,Current,1
VC-008-1150,Hafsatu,Maryam,M,VC-008,3/12/2000,Trader,Savings,1
VC-001-1052,Umaru,Adamu,M,VC-001,08/19/1987,Marketing Executive,Savings,1
RS-008-1036,Levi,Eze,F,RS-008,12/1/1980,Marketing Executive,Savings,1
AT-003-1132,Chidieze,Egbeyemi,M,AT-003,06/24/1964,Manager,Savings,1
BG-001-1032,Chidubem,Mbah,M,BG-001,10/6/1961,Manager,Savings,1
VC-006-1104,Hafsatu,Lawal,M,VC-006,1/5/1987,Construction Worker,Current,1
AT-001-1175,Ada,Akpan,F,AT-001,8/9/1986,Health Professional,Savings,1
BG-001-1087,Chioma,Ugochukwu,F,BG-001,11/21/1960,Health Professional,Savings,1
AT-009-1247,Oluwakanyinsola,Kehinde,M,AT-009,7/11/1996,Human Resources Specialist,Savings,1
AT-007-1014,Oyindamola,Akinola,M,AT-007,11/28/1978,Health Professional,Current,1
RS-009-1062,Ezekiel,Akobo,M,RS-009,07/27/1970,Mechanic,Savings,1
VC-005-1220,Abubakar,Abdulrahman,F,VC-005,05/28/1992,Trader,Savings,0
RS-002-1058,Anthony,Okoli,F,RS-002,01/29/1990,Trader,Savings,1
VC-002-1134,Bashir,Lawal,M,VC-002,11/28/1994,Truck Driver,Current,0
VC-003-1129,Sadiq,Usman,F,VC-003,9/6/1958,Health Professional,Savings,0
BG-001-1004,Ikechukwu,Uzoma,M,BG-001,02/26/1987,Accountant,Savings,1
AT-001-1090,Hakeem,Jimoh,M,AT-001,07/23/1981,Data Analyst,Current,1
VC-009-1163,Bello,Amina,F,VC-009,9/5/1970,Engineer,Current,0
BG-004-1052,Ifeanyi,Nweke,M,BG-004,12/1/2001,Student,Savings,1
AT-006-1202,Ekanem,Oluwaseyi,M,AT-006,11/24/1980,Human Resources Specialist,Current,0
BG-001-1097,Ogochukwu,Amaechi,M,BG-001,07/20/1965,Human Resources Specialist,Current,0
BG-002-1068,Chidimma,Okolie,M,BG-002,7/11/1979,Factory Worker,Savings,1
AT-004-1180,Efosa,Oni,M,AT-004,4/10/2000,Student,Savings,0
AT-014-1186,Dickson,Akindele,M,AT-014,4/7/1987,Factory Worker,Current,1
VC-006-1165,Abdulkadir,Rakiya,M,VC-006,03/29/1957,Engineer,Current,1
RS-003-1059,Kingsley,Adeyemo,M,RS-003,06/22/2007,Student,Savings,0
AT-007-1058,Ebiere,Egbeyemi,M,AT-007,11/14/1987,Software Developer,Savings,1
AT-005-1064,Adewale,Awosika,F,AT-005,1/5/1959,Marketing Executive,Savings,0
VC-003-1164,Rukayya,Mustapha,M,VC-003,10/21/1973,Construction Worker,Current,1
AT-015-1113,Bamidele,Obi,M,AT-015,04/23/1994,Electrician,Savings,0
AT-012-1217,Dominic,Fagbuyi,M,AT-012,6/5/1982,Construction Worker,Savings,1
RS-006-1098,Kofi,Okeke,M,RS-006,09/15/2002,Student,Savings,1
RS-007-1114,Emeka,Okoro,F,RS-007,4/4/1974,Marketing Executive,Savings,1
AT-014-1239,Danjuma,Onyeka,M,AT-014,03/14/1965,Lawyer,Savings,1
AT-008-1292,Chinasa,Onu,M,AT-008,01/15/1965,Welder,Current,1
VC-006-1127,Tijjani,Ibrahim,F,VC-006,08/16/1992,Lawyer,Savings,1
VC-010-1208,Garba,Hauwa,M,VC-010,07/22/1963,Engineer,Savings,1
VC-007-1211,Nura,Ibrahim,F,VC-007,04/27/1999,Trader,Savings,1
BG-002-1071,Chidubem,Mbadiwe,M,BG-002,01/29/1982,Human Resources Specialist,Current,0
AT-011-1106,Cyril,Alao,M,AT-011,9/11/1968,Electrician,Savings,1
BG-003-1081,Nwabueze,Ojukwu,F,BG-003,04/25/1961,Engineer,Current,1
VC-006-1198,Hauwa,Tijjani,F,VC-006,04/23/1970,Health Professional,Current,1
AT-007-1122,Afolabi,Onyeka,F,AT-007,10/1/1993,Data Analyst,Savings,1
AT-010-1260,Nifemi,Eko,F,AT-010,5/9/1976,Software Developer,Savings,1
VC-007-1194,Halima,Maryam,M,VC-007,07/14/1959,Manager,Savings,1
VC-002-1050,Ibrahim,Adamu,M,VC-002,03/13/1961,Plumber,Savings,1
VC-010-1085,Sadiq,Ibrahim,F,VC-010,1/4/1963,Trader,Current,1
AT-015-1288,Oluwalonimi,Akinsanya,M,AT-015,3/12/1980,Software Developer,Savings,1
AT-015-1282,Efosa,Okoro,F,AT-015,02/19/2007,Student,Savings,0
AT-003-1210,Chuma,Oguntade,F,AT-003,03/17/1960,Marketing Executive,Current,0
VC-001-1125,Salma,Ali,M,VC-001,01/27/2002,Student,Savings,1
VC-002-1224,Ibrahim,Mariam,M,VC-002,09/14/1979,Engineer,Current,1
AT-010-1007,Danjuma,Eze,M,AT-010,10/3/1965,Construction Worker,Current,1
VC-006-1101,Umaru,Umaru,M,VC-006,09/18/1982,Manager,Current,1
RS-005-1011,Amarachi,Amadi,F,RS-005,11/5/1970,Lawyer,Savings,1
BG-003-1020,Amarachi,Ugwu,F,BG-003,01/13/2002,Student,Savings,1
VC-010-1157,Nafisa,Mustapha,F,VC-010,02/15/1967,Trader,Current,1
VC-003-1005,Aisha,Garba,F,VC-003,05/28/1976,Health Professional,Current,1
BG-001-1073,Chiemeka,Ezenwa,M,BG-001,4/4/1987,Mechanic,Current,0
AT-002-1118,Hakeem,Adeleke,M,AT-002,8/4/1961,Lawyer,Current,0
AT-003-1124,Nkem,Nkechi,M,AT-003,11/17/1993,Software Developer,Savings,1
RS-003-1056,Nwakaego,Wike,F,RS-003,07/31/1968,Lawyer,Current,1
AT-008-1112,Olajide,Dare,M,AT-008,09/29/1996,Welder,Current,1
VC-010-1106,Firdausi,Umaru,F,VC-010,08/13/2000,Trader,Current,1
AT-009-1054,Chidiebere,Amosun,M,AT-009,06/25/1987,Software Developer,Current,1
AT-008-1017,Oluwatosin,Adesina,M,AT-008,02/23/1975,Carpenter,Savings,1
VC-003-1115,Bashir,Umaru,M,VC-003,03/27/2003,Student,Savings,0
AT-009-1179,Adedoyin,Oluwasegun,F,AT-009,08/22/1993,Manager,Savings,1
VC-007-1165,Rakiya,Nasiru,M,VC-007,07/26/1980,Manager,Current,1
AT-005-1173,Bertha,Okoro,F,AT-005,7/9/1989,Health Professional,Savings,1
VC-008-1004,Nasiru,Ahmed,M,VC-008,12/24/1989,Lawyer,Savings,1
AT-005-1141,Chiwendu,Akintoye,M,AT-005,4/11/1984,Manager,Current,0
VC-004-1097,Danladi,Aliyu,F,VC-004,9/1/1997,Human Resources Specialist,Savings,0
AT-007-1043,Chuka,Ajayi,F,AT-007,12/3/1987,Accountant,Savings,1
AT-015-1229,Oluwalonimi,Adekunle,M,AT-015,07/27/2002,Student,Savings,1
BG-006-1007,Chukwuebuka,Anozie,M,BG-006,03/19/1970,Marketing Executive,Savings,1
AT-001-1082,Austin,Alaka,M,AT-001,02/26/1985,Health Professional,Current,1
AT-011-1278,Oladimeji,Adeyemo,M,AT-011,10/24/1970,Welder,Current,1
VC-001-1193,Sadiq,Khadija,M,VC-001,03/30/2001,Student,Savings,1
BG-005-1058,Chibuzo,Ibeh,F,BG-005,8/7/1959,Lawyer,Savings,1
VC-007-1057,Abubakar,Yakubu,M,VC-007,01/13/1986,Manager,Savings,1
RS-001-1045,Ngozi,Okeke,M,RS-001,09/28/1978,Factory Worker,Savings,0
AT-007-1141,Cornelius,Obi,M,AT-007,05/25/1971,Data Analyst,Savings,0
VC-010-1028,Shehu,Aliyu,M,VC-010,02/23/1985,Truck Driver,Savings,1
AT-011-1164,Jideofor,Adeyemi,F,AT-011,03/25/1971,Marketing Executive,Current,1
VC-005-1108,Lawal,Muhammad,F,VC-005,09/25/1986,Health Professional,Current,1
AT-002-1092,Nkechi,Ogunleye,M,AT-002,10/20/1990,Truck Driver,Savings,1
RS-002-1037,Emmanuel,Amaechi,M,RS-002,5/9/1990,Marketing Executive,Current,0
AT-007-1131,Cynthia,Alade,M,AT-007,1/3/1975,Farmer,Current,1
VC-002-1185,Sadiya,Fatima,F,VC-002,01/27/1968,Marketing Executive,Savings,0
VC-009-1088,Garba,Danjuma,F,VC-009,10/25/1984,Accountant,Current,1
AT-011-1048,Ebenezer,Adeleke,F,AT-011,09/14/1986,Accountant,Savings,1
RS-006-1112,Chika,Chukwuma,F,RS-006,09/30/1981,Manager,Savings,1
AT-014-1129,Aisha,Oluwatosin,F,AT-014,10/16/1998,Student,Savings,1
AT-008-1154,Chikodi,Eze,F,AT-008,3/8/1967,Trader,Current,1
BG-003-1025,Obiora,Okonkwo,M,BG-003,12/12/2003,Student,Savings,1
AT-007-1010,Dinah,Okonkwo,F,AT-007,09/16/1992,Data Analyst,Current,1
BG-004-1088,Uchenna,Ojukwu,F,BG-004,11/13/1964,Software Developer,Current,1
BG-006-1024,Ikenna,Ume,M,BG-006,10/31/2001,Student,Savings,1
RS-010-1012,Chidera,Akobo,M,RS-010,12/16/1961,Marketing Executive,Current,1
VC-001-1206,Ibrahim,Halima,M,VC-001,05/24/1969,Truck Driver,Current,1
AT-015-1153,Adeyinka,Odumosu,F,AT-015,05/19/1973,Software Developer,Savings,1
AT-013-1017,Adeyinka,Adeyemo,M,AT-013,8/9/1988,Welder,Savings,1
RS-004-1019,Chisom,Pepple,F,RS-004,09/16/1986,Manager,Current,0
AT-005-1102,Oluwasegun,Nkechi,F,AT-005,5/10/1987,Manager,Current,1
AT-009-1095,Mosunmola,Okonkwo,F,AT-009,08/31/1957,Trader,Savings,1
AT-001-1005,Chiamaka,Okafor,F,AT-001,03/18/2000,Student,Savings,1
AT-010-1161,Oluwatofunmi,Okoro,M,AT-010,04/18/1994,Truck Driver,Savings,1
AT-004-1098,Kikelomo,Okonkwo,M,AT-004,6/1/1975,Welder,Current,1
RS-009-1027,Chidera,Ibezim,F,RS-009,01/13/1980,Trader,Current,1
AT-005-1045,Ada,Kehinde,M,AT-005,3/1/1957,Factory Worker,Current,1
BG-003-1014,Ikechukwu,Amaechi,M,BG-003,2/9/1966,Plumber,Current,0
AT-015-1091,Kehinde,Nnamdi,M,AT-015,08/14/1998,Student,Savings,1
VC-003-1133,Tijjani,Danjuma,M,VC-003,2/4/1968,Farmer,Current,1
AT-006-1136,Eniola,Okoro,F,AT-006,11/23/1959,Data Analyst,Current,0
VC-004-1073,Habiba,Ahmad,F,VC-004,09/27/1974,Marketing Executive,Savings,1
VC-006-1133,Fati,Bello,M,VC-006,10/26/1972,Factory Worker,Savings,1
VC-008-1140,Rabi,Shehu,F,VC-008,2/11/1990,Marketing Executive,Current,0
RS-010-1025,Vivian,Okeke,F,RS-010,9/6/1969,Lawyer,Current,1
AT-005-1133,Amina,Gbadamosi,F,AT-005,09/17/1986,Lawyer,Current,1
AT-005-1252,Oluwadamilare,Adebanjo,M,AT-005,8/8/2003,Student,Savings,0
VC-001-1068,Nura,Ahmed,F,VC-001,06/21/1968,Health Professional,Savings,1
VC-003-1201,Umar,Ruqayya,F,VC-003,05/20/1965,Health Professional,Current,1
AT-012-1103,Hakeem,Onu,F,AT-012,08/27/1987,Manager,Current,1
RS-002-1026,Ifeanyi,Akobo,M,RS-002,10/10/1968,Human Resources Specialist,Current,1
AT-012-1082,Zainab,Nwosu,M,AT-012,7/1/1987,Mechanic,Current,0
AT-005-1163,Danladi,Uzoma,F,AT-005,01/13/2004,Student,Savings,1
VC-004-1025,Haruna,Ahmed,F,VC-004,05/24/2002,Student,Savings,0
RS-001-1046,Adaku,Ibezim,F,RS-001,02/16/1962,Accountant,Savings,1
RS-010-1035,Peace,Akobo,F,RS-010,10/23/1986,Trader,Savings,1
AT-008-1287,Oyindamola,Olumide,M,AT-008,12/20/1978,Software Developer,Savings,1
VC-009-1028,Fadila,Garba,M,VC-009,06/27/1983,Farmer,Savings,1
VC-001-1155,Abdullahi,Habiba,M,VC-001,07/31/1960,Electrician,Savings,1
VC-001-1040,Maryam,Aliyu,F,VC-001,01/29/1999,Trader,Savings,1
VC-009-1179,Sani,Salisu,M,VC-009,11/20/1967,Engineer,Savings,1
BG-003-1015,Okechukwu,Onyekachi,M,BG-003,12/10/1999,Student,Savings,1
RS-005-1041,Ifeanyichukwu,Briggs,M,RS-005,08/29/1986,Truck Driver,Current,1
AT-003-1028,Oluwatobiloba,Adeniran,F,AT-003,11/12/1984,Lawyer,Savings,0
VC-002-1170,Zara,Shehu,M,VC-002,4/6/1962,Marketing Executive,Savings,1
AT-008-1095,Jideofor,Eze,F,AT-008,06/29/1977,Manager,Savings,1
RS-010-1017,Olumide,Akobo,M,RS-010,01/15/2001,Student,Savings,1
RS-007-1073,Chiamaka,Obi,M,RS-007,7/10/1973,Carpenter,Savings,1
VC-003-1172,Abdulrahman,Danladi,M,VC-003,12/6/1986,Plumber,Savings,0
VC-002-1138,Nafisa,Lawal,F,VC-002,11/21/1962,Human Resources Specialist,Savings,1
VC-007-1207,Umar,Mustapha,F,VC-007,9/6/1979,Engineer,Current,1
AT-011-1053,Bolaji,Akindele,F,AT-011,10/16/1960,Human Resources Specialist,Current,1
RS-008-1091,Sandra,Aluko,M,RS-008,05/19/2002,Student,Savings,1
VC-007-1014,Yusuf,Bello,M,VC-007,01/17/2002,Trader,Current,1
RS-006-1096,Oladapo,Nwadike,F,RS-006,4/1/2004,Student,Savings,0
AT-004-1295,Ademiluyi,Opeyemi,F,AT-004,05/23/1977,Manager,Current,1
VC-001-1024,Habiba,Sani,F,VC-001,8/6/1979,Accountant,Savings,1
VC-003-1045,Sadiq,Hassan,F,VC-003,1/11/1981,Lawyer,Current,0
AT-002-1029,Oluwakemi,Okafor,M,AT-002,09/24/1968,Health Professional,Savings,1
RS-008-1095,Okezie,Iwuoha,M,RS-008,01/21/1973,Plumber,Current,1
AT-007-1019,Kafayat,Kehinde,M,AT-007,03/17/1970,Marketing Executive,Savings,1
RS-009-1069,Linda,Amadi,F,RS-009,08/22/2001,Student,Savings,1
RS-009-1050,Chinwe,Brown,M,RS-009,8/7/2007,Student,Savings,1
RS-003-1006,Chidiebere,Briggs,M,RS-003,07/25/1983,Farmer,Savings,0
AT-013-1259,Adebowale,Omololu,M,AT-013,05/27/1968,Construction Worker,Savings,0
RS-001-1031,Chinonso,Pepple,M,RS-001,12/10/2002,Student,Savings,0
